20090116, SOS TOTAL - EMERGENCIAS + RMM, 0.00, 4.95 
20091224, TIENDAS CARRION(MALLM.TEGA) R2, 693.00, 0.00 
20091226, SU PAGO RECIBIDO GRACIAS, -1715.00, 0.00 
20091226, SU PAGO RECIBIDO GRACIAS, -17.00, 0.00 
20091226, SU PAGO RECIBIDO GRACIAS, 0.00, -15.00 
20091227, BENETTON  MALL MULTIP TEGA, 610.00, 0.00 
20091227, LUMIERE (MALL MULTIP.TEGA.) R2, 211.00, 0.00 
20091228, ESPRESSO AMER MULTIPLAZA CAFE, 158.00, 0.00 
20091228, DIPPSA LAS LOMAS, 520.00, 0.00 
20091229, CLARO    CAE 5795 46475 CLARO, 383.97, 0.00 
20091230, QUIZNOS SUB MALL MULTIPLAZA, 103.00, 0.00 
20091231, SBARRO THE ITALIAN EATERY  R4, 88.00, 0.00 
20091231, CARTERS, 360.00, 0.00 
20090102, HOSTGATOR COM            713-5745287, 0.00, 9.95 
20090105, SU PAGO RECIBIDO GRACIAS, -865.00, 0.00 
20090105, SU PAGO RECIBIDO GRACIAS, 0.00, -25.00 
20090105, GO GREEN MULTIPLAZA TGU, 208.00, 0.00 
20090106, FARMACIA AGUILAR         Tegucigalpa, 243.00, 0.00 
20090106, SU PAGO RECIBIDO GRACIAS, -1.00, 0.00 
20090107, FARMACIA AGUILAR         Tegucigalpa, 485.00, 0.00 
20090109, GO GREEN MULTIPLAZA TGU, 123.00, 0.00 
20090110, QUIZNOS SUB BLVD SUYAPA, 283.00, 0.00 
20090111, PIZZA HUT 39, 115.00, 0.00 
20090113, SU PAGO RECIBIDO GRACIAS, -1500.00, 0.00 
20090113, SU PAGO RECIBIDO GRACIAS, -83.94, 0.00 
20090113, SU PAGO RECIBIDO GRACIAS, -1100.00, 0.00 
20090113, GO GREEN MULTIPLAZA TGU, 237.00, 0.00 
20090113, SUPER TIENDAS PAIZ PROCERES, 184.10, 0.00 
20090113, ESSO ON THE RUN HACIEN.PGO TDA, 72.00, 0.00 
20090114, PASTA XPRESS                R3, 91.95, 0.00 
20090116, REPOSTERIA DELIPAN, 58.00, 0.00 
20090116, LIBRERIA HOSSANA (CC.LOMAS) R3, 300.00, 0.00 
20090117, QUIZNOS SUB BLVD SUYAPA, 94.00, 0.00 
20090117, PIZZA HUT 39, 180.00, 0.00 
20090118, QUIZNOS SUB BLVD SUYAPA, 176.00, 0.00 
20090120, DIPPSA LAS LOMAS, 480.00, 0.00 
20090123, PUNTO FARMA BLVD MORAZAN, 283.96, 0.00 
