20090216, SOS TOTAL - EMERGENCIAS + RMM, 0.00, 4.95 
20090124, TIENDAS CARRION(MALLM.TEGA) R2, 500.00, 0.00 
20090125, RESTAURANTE PALACIO REAL, 387.99, 0.00 
20090125, CINEMARK, 126.00, 0.00 
20090127, CLARO    CAE 0729 46475 CLARO, 394.25, 0.00 
20090127, GO GREEN MULTIPLAZA TGU, 203.00, 0.00 
20090128, PASTA XPRESS                R3, 93.95, 0.00 
20090129, QUIZNOS SUB MALL MULTIPLAZA, 68.00, 0.00 
20090129, ESPRESSO A CASTAÑO LOCAL, 32.00, 0.00 
20090130, QUIZNOS SUB MALL MULTIPLAZA, 160.00, 0.00 
20090130, CINEMARK, 164.00, 0.00 
20090131, MC DONALD'S (BLVD.MORAZAN)  R2, 165.00, 0.00 
20090202, HOSTGATOR COM            713-5745287, 0.00, 9.95 
20090203, PASTA XPRESS                R3, 91.95, 0.00 
20090204, PASTA XPRESS                R3, 94.95, 0.00 
20090204, SU PAGO RECIBIDO GRACIAS, -2746.00, 0.00 
20090204, SU PAGO RECIBIDO GRACIAS, -247.00, 0.00 
20090204, SU PAGO RECIBIDO GRACIAS, -895.47, 0.00 
20090204, SU PAGO RECIBIDO GRACIAS, -1.00, 0.00 
20090204, SU PAGO RECIBIDO GRACIAS, -6.00, 0.00 
20090204, ESPRESSO A CASTAÑO LOCAL, 56.00, 0.00 
20090204, FARMACIA AGUILAR         Tegucigalpa, 74.00, 0.00 
20090204, FARMACIA AGUILAR         Tegucigalpa, 140.00, 0.00 
20090204, SU PAGO RECIBIDO GRACIAS, 0.00, -15.00 
20090205, PASTA XPRESS                R3, 93.95, 0.00 
20090205, ESPRESSO A CASTAÑO LOCAL, 16.00, 0.00 
20090206, SALA DE BELLEZA MAINE       R1, 80.00, 0.00 
20090206, SU PAGO RECIBIDO GRACIAS, -200.00, 0.00 
20090206, DUNKIN DONUTS  SANTA MONICA, 55.00, 0.00 
20090206, DIPPSA LAS LOMAS, 500.00, 0.00 
20090207, PIZZA HUT (MALL MULTP.TEGA) R3, 170.00, 0.00 
20090209, METROMEDIA -MALL MULTIPLAZA-R2, 214.00, 0.00 
20090209, LIBRERIA HOSANNA  MALL.TEGA, 88.50, 0.00 
20090209, WENDYS #2               TEGUCIGALPA, 39.00, 0.00 
20090210, SUPERMERCADOS LA COLONIA #7-R3, 45.05, 0.00 
20090210, TOMATOS, 94.00, 0.00 
20090211, SUBWAY (TEGA), 151.00, 0.00 
20090212, DUNKIN DONUTS  KIOSKO CASTAÑOS, 15.00, 0.00 
20090212, PASTA XPRESS                R3, 93.95, 0.00 
20090214, LA CUMBRE, 1842.16, 0.00 
20090214, MASTER VIDEO C C STA MONICA, 80.00, 0.00 
20090214, PIZERIA LA FONTANA       Tegucigalpa, 300.00, 0.00 
20090214, FERRETERIA LARACH Y CIA     R1, 55.00, 0.00 
20090216, ESPRESSO A CASTAÑO LOCAL, 40.00, 0.00 
20090216, SUPER TIENDAS PAIZ PROCERES, 65.80, 0.00 
20090217, PASTA XPRESS                R3, 87.95, 0.00 
20090217, BIGOS (UNIVERSIDAD)         R2, 79.00, 0.00 
20090218, SU PAGO RECIBIDO GRACIAS, -394.25, 0.00 
20090218, SU PAGO RECIBIDO GRACIAS, -500.00, 0.00 
20090218, SU PAGO RECIBIDO GRACIAS, -1842.16, 0.00 
20090218, DUNKIN DONUTS, 39.00, 0.00 
20090218, MC DONALD JP II, 46.00, 0.00 
20090218, SU PAGO RECIBIDO GRACIAS, 0.00, -9.95 
20090218, SU PAGO RECIBIDO GRACIAS, 0.00, -4.95 
20090219, SUBWAY LOS CASTANOS, 111.00, 0.00 
20090219, SUBWAY LOS CASTANOS, 142.02, 0.00 
20090220, FARMACIA KIELSA N15 ST PATRICK, 165.33, 0.00 
20090220, CLARO  MALL MULTL TEGA, 532.00, 0.00 
20090220, SU PAGO RECIBIDO GRACIAS, -805.00, 0.00 
20090220, SU PAGO RECIBIDO GRACIAS, -500.00, 0.00 
20090220, SU PAGO RECIBIDO GRACIAS, -90.00, 0.00 
20090220, SU PAGO RECIBIDO GRACIAS, -300.00, 0.00 
20090220, SU PAGO RECIBIDO GRACIAS, -200.00, 0.00 
20090220, SU PAGO RECIBIDO GRACIAS, -100.00, 0.00 
20090220, SU PAGO RECIBIDO GRACIAS, -100.00, 0.00 
20090220, LITTLE CAESAR (MALL MP.TEGA)R2, 49.00, 0.00 
20090221, RESTAURANTE FURIWA 5, 69.00, 0.00 
20090222, SHELL LA HACIENDA, 500.04, 0.00 
20090223, DUNKIN DONUTS  KIOSKO CASTAÑOS, 53.00, 0.00 
20090223, DUNKIN DONUTS  KIOSKO CASTAÑOS, 30.00, 0.00 
20090223, RINCON CATRACHO, 66.00, 0.00 
